scraped_at,sldc_ts,frequency,escom,biomass_mw,cogen_mw,minihydro_mw,wind_mw,solar_mw,grid_drawal_mw,total_mw
2026-05-07T17:09:57,07/05/2026 17:05:01,50.03,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:09:57,07/05/2026 17:05:01,50.03,CESC,1.0,1.0,27.0,39.0,109.0,180.0,177.0
2026-05-07T17:09:57,07/05/2026 17:05:01,50.03,GESCOM,0.0,32.0,1.0,61.0,409.0,480.0,503.0
2026-05-07T17:09:57,07/05/2026 17:05:01,50.03,HESCOM,0.0,113.0,0.0,372.0,223.0,679.0,708.0
2026-05-07T17:09:57,07/05/2026 17:05:01,50.03,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,413.0,0.0,413.0
2026-05-07T17:09:57,07/05/2026 17:05:01,50.03,TOTAL_IPPS,9.0,149.0,67.0,601.0,1518.0,2332.0,2344.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,BESCOM,7.0,0.0,3.0,110.0,364.0,469.0,484.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,CESC,1.0,1.0,27.0,39.0,109.0,180.0,177.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,GESCOM,0.0,32.0,1.0,61.0,409.0,480.0,503.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,HESCOM,0.0,113.0,0.0,372.0,223.0,679.0,708.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,413.0,0.0,413.0
2026-05-07T17:10:57,07/05/2026 17:05:01,50.03,TOTAL_IPPS,9.0,149.0,67.0,601.0,1518.0,2332.0,2344.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,BESCOM,7.0,0.0,3.0,110.0,364.0,469.0,484.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,CESC,1.0,1.0,27.0,39.0,109.0,180.0,177.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,GESCOM,0.0,32.0,1.0,61.0,409.0,480.0,503.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,HESCOM,0.0,113.0,0.0,372.0,223.0,679.0,708.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,413.0,0.0,413.0
2026-05-07T17:11:57,07/05/2026 17:05:01,50.03,TOTAL_IPPS,9.0,149.0,67.0,601.0,1518.0,2332.0,2344.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,BESCOM,7.0,0.0,3.0,110.0,364.0,469.0,484.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,CESC,1.0,1.0,27.0,39.0,109.0,180.0,177.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,GESCOM,0.0,32.0,1.0,61.0,409.0,480.0,503.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,HESCOM,0.0,113.0,0.0,372.0,223.0,679.0,708.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,413.0,0.0,413.0
2026-05-07T17:12:58,07/05/2026 17:05:01,50.03,TOTAL_IPPS,9.0,149.0,67.0,601.0,1518.0,2332.0,2344.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,BESCOM,7.0,0.0,3.0,104.0,326.0,435.0,440.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,CESC,1.0,1.0,25.0,39.0,103.0,172.0,169.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,GESCOM,1.0,29.0,1.0,60.0,365.0,437.0,456.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,HESCOM,0.0,117.0,0.0,366.0,197.0,656.0,680.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,334.0,0.0,334.0
2026-05-07T17:13:57,07/05/2026 17:10:01,49.92,TOTAL_IPPS,10.0,148.0,68.0,571.0,1329.0,2125.0,2126.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,BESCOM,7.0,0.0,3.0,104.0,326.0,435.0,440.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,CESC,1.0,1.0,25.0,39.0,103.0,172.0,169.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,GESCOM,1.0,29.0,1.0,60.0,365.0,437.0,456.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,HESCOM,0.0,117.0,0.0,366.0,197.0,656.0,680.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,334.0,0.0,334.0
2026-05-07T17:14:57,07/05/2026 17:10:01,49.92,TOTAL_IPPS,10.0,148.0,68.0,571.0,1329.0,2125.0,2126.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,BESCOM,7.0,0.0,3.0,104.0,326.0,435.0,440.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,CESC,1.0,1.0,25.0,39.0,103.0,172.0,169.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,GESCOM,1.0,29.0,1.0,60.0,365.0,437.0,456.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,HESCOM,0.0,117.0,0.0,366.0,197.0,656.0,680.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,334.0,0.0,334.0
2026-05-07T17:15:58,07/05/2026 17:10:01,49.92,TOTAL_IPPS,10.0,148.0,68.0,571.0,1329.0,2125.0,2126.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,BESCOM,7.0,0.0,3.0,104.0,326.0,435.0,440.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,CESC,1.0,1.0,25.0,39.0,103.0,172.0,169.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,GESCOM,1.0,29.0,1.0,60.0,365.0,437.0,456.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,HESCOM,0.0,117.0,0.0,366.0,197.0,656.0,680.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,334.0,0.0,334.0
2026-05-07T17:16:58,07/05/2026 17:10:01,49.92,TOTAL_IPPS,10.0,148.0,68.0,571.0,1329.0,2125.0,2126.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,BESCOM,7.0,0.0,3.0,104.0,326.0,435.0,440.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,CESC,1.0,1.0,25.0,39.0,103.0,172.0,169.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,GESCOM,1.0,29.0,1.0,60.0,365.0,437.0,456.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,HESCOM,0.0,117.0,0.0,366.0,197.0,656.0,680.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,334.0,0.0,334.0
2026-05-07T17:17:58,07/05/2026 17:10:01,49.92,TOTAL_IPPS,10.0,148.0,68.0,571.0,1329.0,2125.0,2126.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,BESCOM,7.0,0.0,3.0,104.0,326.0,435.0,440.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,CESC,1.0,1.0,25.0,39.0,103.0,172.0,169.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,GESCOM,1.0,29.0,1.0,60.0,365.0,437.0,456.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,HESCOM,0.0,117.0,0.0,366.0,197.0,656.0,680.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,334.0,0.0,334.0
2026-05-07T17:18:57,07/05/2026 17:10:01,49.92,TOTAL_IPPS,10.0,148.0,68.0,571.0,1329.0,2125.0,2126.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,BESCOM,7.0,0.0,3.0,108.0,316.0,424.0,434.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,CESC,1.0,1.0,26.0,38.0,92.0,160.0,158.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,GESCOM,0.0,40.0,1.0,67.0,335.0,434.0,443.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,HESCOM,0.0,116.0,0.0,380.0,172.0,649.0,668.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,218.0,0.0,218.0
2026-05-07T17:19:57,07/05/2026 17:15:01,49.91,TOTAL_IPPS,10.0,167.0,69.0,592.0,1132.0,1972.0,1970.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,BESCOM,7.0,0.0,3.0,108.0,316.0,424.0,434.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,CESC,1.0,1.0,26.0,38.0,92.0,160.0,158.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,GESCOM,0.0,40.0,1.0,67.0,335.0,434.0,443.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,HESCOM,0.0,116.0,0.0,380.0,172.0,649.0,668.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,218.0,0.0,218.0
2026-05-07T17:20:57,07/05/2026 17:15:01,49.91,TOTAL_IPPS,10.0,167.0,69.0,592.0,1132.0,1972.0,1970.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,BESCOM,7.0,0.0,3.0,108.0,316.0,424.0,434.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,CESC,1.0,1.0,26.0,38.0,92.0,160.0,158.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,GESCOM,0.0,40.0,1.0,67.0,335.0,434.0,443.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,HESCOM,0.0,116.0,0.0,380.0,172.0,649.0,668.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,218.0,0.0,218.0
2026-05-07T17:21:59,07/05/2026 17:15:01,49.91,TOTAL_IPPS,10.0,167.0,69.0,592.0,1132.0,1972.0,1970.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,BESCOM,7.0,0.0,3.0,108.0,316.0,424.0,434.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,CESC,1.0,1.0,26.0,38.0,92.0,160.0,158.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,GESCOM,0.0,40.0,1.0,67.0,335.0,434.0,443.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,HESCOM,0.0,116.0,0.0,380.0,172.0,649.0,668.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,218.0,0.0,218.0
2026-05-07T17:22:57,07/05/2026 17:15:01,49.91,TOTAL_IPPS,10.0,167.0,69.0,592.0,1132.0,1972.0,1970.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,BESCOM,7.0,0.0,3.0,124.0,299.0,428.0,433.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,CESC,1.0,1.0,24.0,39.0,82.0,149.0,147.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,GESCOM,1.0,35.0,1.0,120.0,291.0,431.0,448.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,HESCOM,0.0,117.0,0.0,352.0,149.0,599.0,618.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,236.0,0.0,236.0
2026-05-07T17:23:58,07/05/2026 17:20:01,49.93,TOTAL_IPPS,10.0,155.0,66.0,639.0,1041.0,1914.0,1911.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,BESCOM,7.0,0.0,3.0,124.0,299.0,428.0,433.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,CESC,1.0,1.0,24.0,39.0,82.0,149.0,147.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,GESCOM,1.0,35.0,1.0,120.0,291.0,431.0,448.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,HESCOM,0.0,117.0,0.0,352.0,149.0,599.0,618.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,236.0,0.0,236.0
2026-05-07T17:24:57,07/05/2026 17:20:01,49.93,TOTAL_IPPS,10.0,155.0,66.0,639.0,1041.0,1914.0,1911.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,BESCOM,7.0,0.0,3.0,124.0,299.0,428.0,433.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,CESC,1.0,1.0,24.0,39.0,82.0,149.0,147.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,GESCOM,1.0,35.0,1.0,120.0,291.0,431.0,448.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,HESCOM,0.0,117.0,0.0,352.0,149.0,599.0,618.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,236.0,0.0,236.0
2026-05-07T17:25:57,07/05/2026 17:20:01,49.93,TOTAL_IPPS,10.0,155.0,66.0,639.0,1041.0,1914.0,1911.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,BESCOM,7.0,0.0,3.0,124.0,299.0,428.0,433.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,CESC,1.0,1.0,24.0,39.0,82.0,149.0,147.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,GESCOM,1.0,35.0,1.0,120.0,291.0,431.0,448.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,HESCOM,0.0,117.0,0.0,352.0,149.0,599.0,618.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,236.0,0.0,236.0
2026-05-07T17:26:58,07/05/2026 17:20:01,49.93,TOTAL_IPPS,10.0,155.0,66.0,639.0,1041.0,1914.0,1911.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,BESCOM,7.0,0.0,3.0,124.0,299.0,428.0,433.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,CESC,1.0,1.0,24.0,39.0,82.0,149.0,147.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,GESCOM,1.0,35.0,1.0,120.0,291.0,431.0,448.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,HESCOM,0.0,117.0,0.0,352.0,149.0,599.0,618.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,236.0,0.0,236.0
2026-05-07T17:27:57,07/05/2026 17:20:01,49.93,TOTAL_IPPS,10.0,155.0,66.0,639.0,1041.0,1914.0,1911.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,BESCOM,7.0,0.0,3.0,124.0,299.0,428.0,433.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,MESCOM,0.0,0.0,36.0,0.0,0.0,37.0,36.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,CESC,1.0,1.0,24.0,39.0,82.0,149.0,147.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,GESCOM,1.0,35.0,1.0,120.0,291.0,431.0,448.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,HESCOM,0.0,117.0,0.0,352.0,149.0,599.0,618.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,236.0,0.0,236.0
2026-05-07T17:28:58,07/05/2026 17:20:01,49.93,TOTAL_IPPS,10.0,155.0,66.0,639.0,1041.0,1914.0,1911.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,BESCOM,7.0,0.0,3.0,125.0,274.0,401.0,409.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,CESC,1.0,1.0,24.0,40.0,69.0,138.0,135.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,GESCOM,1.0,37.0,1.0,130.0,256.0,411.0,425.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,HESCOM,0.0,122.0,0.0,327.0,136.0,564.0,585.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,277.0,0.0,277.0
2026-05-07T17:29:57,07/05/2026 17:25:01,49.94,TOTAL_IPPS,10.0,161.0,66.0,629.0,1010.0,1878.0,1876.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,BESCOM,7.0,0.0,3.0,125.0,274.0,401.0,409.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,CESC,1.0,1.0,24.0,40.0,69.0,138.0,135.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,GESCOM,1.0,37.0,1.0,130.0,256.0,411.0,425.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,HESCOM,0.0,122.0,0.0,327.0,136.0,564.0,585.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,277.0,0.0,277.0
2026-05-07T17:30:57,07/05/2026 17:25:01,49.94,TOTAL_IPPS,10.0,161.0,66.0,629.0,1010.0,1878.0,1876.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,BESCOM,7.0,0.0,3.0,125.0,274.0,401.0,409.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,CESC,1.0,1.0,24.0,40.0,69.0,138.0,135.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,GESCOM,1.0,37.0,1.0,130.0,256.0,411.0,425.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,HESCOM,0.0,122.0,0.0,327.0,136.0,564.0,585.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,277.0,0.0,277.0
2026-05-07T17:31:57,07/05/2026 17:25:01,49.94,TOTAL_IPPS,10.0,161.0,66.0,629.0,1010.0,1878.0,1876.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,BESCOM,7.0,0.0,3.0,125.0,274.0,401.0,409.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,CESC,1.0,1.0,24.0,40.0,69.0,138.0,135.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,GESCOM,1.0,37.0,1.0,130.0,256.0,411.0,425.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,HESCOM,0.0,122.0,0.0,327.0,136.0,564.0,585.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,277.0,0.0,277.0
2026-05-07T17:32:57,07/05/2026 17:25:01,49.94,TOTAL_IPPS,10.0,161.0,66.0,629.0,1010.0,1878.0,1876.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,BESCOM,7.0,0.0,3.0,130.0,251.0,384.0,391.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,CESC,1.0,1.0,24.0,40.0,60.0,128.0,126.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,GESCOM,0.0,29.0,2.0,161.0,230.0,410.0,422.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,HESCOM,0.0,120.0,0.0,294.0,123.0,523.0,537.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,286.0,0.0,286.0
2026-05-07T17:33:57,07/05/2026 17:30:01,50.04,TOTAL_IPPS,9.0,152.0,67.0,628.0,953.0,1811.0,1809.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,BESCOM,7.0,0.0,3.0,130.0,251.0,384.0,391.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,CESC,1.0,1.0,24.0,40.0,60.0,128.0,126.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,GESCOM,0.0,29.0,2.0,161.0,230.0,410.0,422.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,HESCOM,0.0,120.0,0.0,294.0,123.0,523.0,537.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,286.0,0.0,286.0
2026-05-07T17:34:57,07/05/2026 17:30:01,50.04,TOTAL_IPPS,9.0,152.0,67.0,628.0,953.0,1811.0,1809.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,BESCOM,7.0,0.0,3.0,130.0,251.0,384.0,391.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,CESC,1.0,1.0,24.0,40.0,60.0,128.0,126.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,GESCOM,0.0,29.0,2.0,161.0,230.0,410.0,422.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,HESCOM,0.0,120.0,0.0,294.0,123.0,523.0,537.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,286.0,0.0,286.0
2026-05-07T17:35:57,07/05/2026 17:30:01,50.04,TOTAL_IPPS,9.0,152.0,67.0,628.0,953.0,1811.0,1809.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,BESCOM,7.0,0.0,3.0,130.0,251.0,384.0,391.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,CESC,1.0,1.0,24.0,40.0,60.0,128.0,126.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,GESCOM,0.0,29.0,2.0,161.0,230.0,410.0,422.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,HESCOM,0.0,120.0,0.0,294.0,123.0,523.0,537.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,286.0,0.0,286.0
2026-05-07T17:36:57,07/05/2026 17:30:01,50.04,TOTAL_IPPS,9.0,152.0,67.0,628.0,953.0,1811.0,1809.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,BESCOM,7.0,0.0,3.0,130.0,251.0,384.0,391.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,CESC,1.0,1.0,24.0,40.0,60.0,128.0,126.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,GESCOM,0.0,29.0,2.0,161.0,230.0,410.0,422.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,HESCOM,0.0,120.0,0.0,294.0,123.0,523.0,537.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,286.0,0.0,286.0
2026-05-07T17:37:58,07/05/2026 17:30:01,50.04,TOTAL_IPPS,9.0,152.0,67.0,628.0,953.0,1811.0,1809.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,BESCOM,7.0,0.0,3.0,130.0,251.0,384.0,391.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,MESCOM,0.0,0.0,37.0,0.0,0.0,37.0,37.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,CESC,1.0,1.0,24.0,40.0,60.0,128.0,126.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,GESCOM,0.0,29.0,2.0,161.0,230.0,410.0,422.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,HESCOM,0.0,120.0,0.0,294.0,123.0,523.0,537.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,PAVAGADA SOLAR PARK,0.0,0.0,0.0,0.0,286.0,0.0,286.0
2026-05-07T17:38:57,07/05/2026 17:30:01,50.04,TOTAL_IPPS,9.0,152.0,67.0,628.0,953.0,1811.0,1809.0
2026-05-07T17:39:57,07/05/2026 17:35:01,50.04,BESCOM,6.0,0.0,6.0,122.0,213.0,341.0,347.0
